Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1,Precious Achiuwa,C,23,TOR,49,11,21.1,3.4,7.2,.474,0.5,1.9,.253,2.9,5.3,.552,.507,1.7,2.4,.686,1.8,4.1,5.9,1.0,0.6,0.6,1.1,1.9,8.9,achiupr01
2,Steven Adams,C,29,MEM,42,42,27.0,3.7,6.3,.597,0.0,0.0,.000,3.7,6.2,.599,.597,1.1,3.1,.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6,adamsst01
3,Bam Adebayo,C,25,MIA,72,72,35.2,8.2,15.1,.539,0.0,0.2,.083,8.1,15.0,.544,.539,4.4,5.5,.803,2.4,6.9,9.3,3.3,1.2,0.8,2.6,2.8,20.7,adebaba01
4,Ochai Agbaji,SG,22,UTA,53,16,19.2,2.4,5.5,.441,1.3,3.5,.378,1.1,2.0,.552,.562,0.7,1.0,.765,0.7,1.2,1.9,0.9,0.3,0.2,0.6,1.6,6.9,agbajoc01
5,Santi Aldama,PF,22,MEM,73,19,22.2,3.3,6.9,.474,1.3,3.5,.357,2.0,3.3,.598,.566,1.4,1.9,.745,1.1,3.7,4.8,1.2,0.6,0.6,0.8,1.9,9.2,aldamsa01
6,Nickeil Alexander-Walker,SG,24,TOT,54,3,15.3,2.2,5.1,.442,1.0,2.7,.379,1.2,2.4,.512,.542,0.7,1.1,.667,0.3,1.5,1.8,1.9,0.6,0.4,1.0,1.5,6.2,alexani01
7,Grayson Allen,SG,27,MIL,70,68,27.6,3.5,7.9,.442,2.1,5.2,.402,1.4,2.7,.519,.574,1.6,1.8,.905,0.9,2.4,3.3,2.3,0.9,0.2,1.0,1.7,10.6,allengr01
8,Jarrett Allen,C,24,CLE,65,65,33.0,6.0,9.3,.645,0.0,0.1,.111,6.0,9.1,.653,.646,2.4,3.3,.740,3.3,6.7,9.9,1.7,0.8,1.2,1.4,2.3,14.4,allenja01
9,Jose Alvarado,PG,24,NOP,61,10,21.5,3.3,8.0,.411,1.4,4.0,.336,1.9,4.0,.488,.496,1.1,1.3,.813,0.5,1.9,2.3,3.0,1.1,0.2,1.3,2.0,9.0,alvarjo01
10,Kyle Anderson,PF,29,MIN,64,46,28.1,3.5,7.1,.502,0.6,1.5,.417,2.9,5.6,.525,.546,1.6,2.1,.735,1.0,4.4,5.4,4.8,1.2,0.9,1.5,2.2,9.3,anderky01
11,Giannis Antetokounmpo,PF,28,MIL,60,60,32.2,11.2,20.3,.553,0.8,2.8,.285,10.5,17.6,.595,.573,8.0,12.3,.648,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.2,antetgi01
12,Thanasis Antetokounmpo,SF,30,MIL,32,0,4.1,0.3,0.8,.370,0.0,0.2,.000,0.3,0.7,.455,.370,0.1,0.3,.500,0.3,0.7,1.0,0.2,0.1,0.1,0.3,0.4,0.8,antetth01
13,Cole Anthony,PG,22,ORL,56,3,25.7,4.5,10.1,.449,1.2,3.4,.356,3.3,6.7,.496,.509,2.6,2.9,.894,0.8,3.9,4.7,3.9,0.6,0.5,1.5,2.7,12.8,anthoco01
14,OG Anunoby,SF,25,TOR,62,62,35.6,6.3,13.2,.476,2.1,5.4,.388,4.2,7.8,.537,.556,2.2,2.7,.836,1.5,3.6,5.1,1.9,1.9,0.7,2.1,3.0,16.9,anunoog01
15,Ryan Arcidiacono,PG,28,TOT,20,4,8.6,0.5,1.9,.243,0.4,1.2,.348,0.1,0.7,.071,.351,0.0,0.0,,0.0,0.8,0.8,1.2,0.3,0.0,0.4,0.9,1.3,arcidry01
16,Deni Avdija,SF,22,WAS,74,38,26.4,3.4,7.5,.445,0.9,3.0,.305,2.4,4.5,.539,.506,1.6,2.2,.738,1.0,5.5,6.5,2.7,0.8,0.4,1.5,2.7,9.2,avdijde01
17,Deandre Ayton,C,24,PHO,63,63,30.4,7.9,13.4,.587,0.1,0.4,.292,7.8,13.0,.596,.592,2.2,2.9,.757,2.6,7.4,10.0,1.8,0.6,0.8,1.8,2.8,18.1,aytonde01
18,Udoka Azubuike,C,23,UTA,31,0,7.8,1.4,1.7,.811,0.0,0.0,,1.4,1.7,.811,.811,0.2,0.5,.313,0.8,2.0,2.8,0.3,0.2,0.4,0.5,0.7,2.9,azubuud01
19,Marvin Bagley III,C,23,DET,38,23,23.8,4.9,9.1,.538,0.4,1.5,.276,4.4,7.5,.591,.561,1.8,2.4,.742,2.4,4.2,6.7,0.9,0.5,0.8,1.1,2.0,12.0,baglema01
20,Patrick Baldwin Jr.,SF,20,GSW,27,0,7.8,1.5,3.7,.396,1.1,2.9,.385,0.4,0.9,.435,.545,0.1,0.2,.667,0.0,1.3,1.3,0.3,0.2,0.1,0.4,0.5,4.2,baldwpa01
21,LaMelo Ball,PG,21,CHO,36,36,35.2,8.2,20.0,.411,4.0,10.6,.376,4.2,9.4,.450,.510,2.8,3.4,.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3,ballla01
22,Mo Bamba,C,24,TOT,47,7,16.2,2.5,5.1,.487,1.0,2.6,.390,1.4,2.4,.591,.588,0.9,1.3,.661,1.2,3.5,4.7,1.0,0.3,0.9,0.6,2.2,6.8,bambamo01
23,Paolo Banchero,PF,20,ORL,69,69,33.8,6.7,15.7,.426,1.2,4.0,.292,5.5,11.7,.471,.463,5.4,7.3,.742,1.1,5.6,6.8,3.7,0.9,0.5,2.7,2.2,19.9,banchpa01
24,Desmond Bane,SG,24,MEM,53,53,31.3,7.7,16.1,.475,2.8,7.0,.408,4.8,9.1,.527,.564,3.2,3.6,.886,0.7,4.2,5.0,4.2,1.0,0.4,2.2,2.5,21.4,banede01
25,Dalano Banton,PG,23,TOR,27,2,9.3,1.7,4.1,.411,0.5,1.7,.283,1.2,2.4,.500,.469,0.6,0.7,.789,0.3,1.0,1.3,1.1,0.5,0.4,0.6,1.1,4.4,bantoda01
26,Dominick Barlow,SF,19,SAS,22,0,12.2,1.2,2.4,.509,0.0,0.2,.000,1.2,2.2,.551,.509,0.5,0.7,.667,1.2,1.5,2.7,0.5,0.3,0.5,0.5,2.0,2.9,barlodo01
27,Harrison Barnes,PF,30,SAC,76,76,32.7,4.5,9.7,.470,1.6,4.4,.372,2.9,5.3,.551,.554,4.3,5.1,.846,1.0,3.6,4.6,1.6,0.6,0.1,1.1,1.3,15.0,barneha02
28,Scottie Barnes,PF,21,TOR,71,70,35.0,6.1,13.3,.455,0.9,3.0,.290,5.2,10.4,.501,.487,2.6,3.3,.779,2.4,4.4,6.8,4.8,1.0,0.8,2.0,2.3,15.5,barnesc01
29,RJ Barrett,SG,22,NYK,70,70,33.9,6.9,16.0,.435,1.7,5.3,.318,5.3,10.7,.493,.487,4.0,5.4,.743,0.8,4.2,5.0,2.7,0.4,0.2,2.3,2.4,19.6,barrerj01
30,Will Barton,SG,32,TOT,52,2,17.8,2.4,6.4,.370,1.1,3.1,.350,1.3,3.3,.391,.456,0.7,0.9,.787,0.3,2.2,2.5,2.1,0.5,0.2,0.9,1.0,6.5,bartowi01
31,Charles Bassey,C,22,SAS,35,2,14.5,2.5,3.9,.644,0.1,0.2,.375,2.4,3.6,.661,.656,0.6,1.1,.595,2.1,3.4,5.5,1.3,0.5,0.9,1.2,2.1,5.7,bassech01
32,Keita Bates-Diop,SF,27,SAS,61,36,21.2,3.3,6.6,.500,0.8,2.0,.383,2.5,4.6,.550,.558,1.6,2.0,.789,1.0,2.6,3.6,1.4,0.7,0.3,0.8,0.9,8.9,bateske01
33,Nicolas Batum,PF,34,LAC,73,14,21.8,2.1,4.9,.429,1.6,4.1,.401,0.5,0.8,.565,.596,0.4,0.6,.696,0.8,3.1,3.9,1.5,0.7,0.6,0.7,1.9,6.3,batumni01
34,Darius Bazley,PF,22,TOT,41,1,14.2,1.8,4.0,.446,0.5,1.2,.388,1.3,2.9,.470,.503,0.9,1.6,.552,0.7,2.4,3.1,0.9,0.5,0.8,0.6,1.0,5.0,bazleda01
35,Bradley Beal,SG,29,WAS,50,50,33.5,8.9,17.6,.506,1.6,4.4,.365,7.3,13.2,.552,.551,3.8,4.6,.842,0.8,3.1,3.9,5.4,0.9,0.7,2.9,2.1,23.2,bealbr01
36,Malik Beasley,SG,26,TOT,75,27,26.3,4.6,11.8,.391,2.9,8.3,.356,1.7,3.5,.474,.516,0.6,0.7,.786,0.4,3.1,3.5,1.6,0.8,0.1,1.2,1.3,12.8,beaslma01
37,MarJon Beauchamp,SF,22,MIL,46,9,13.1,1.9,4.7,.402,0.9,2.7,.323,1.0,2.0,.511,.495,0.5,0.7,.697,0.7,1.4,2.1,0.6,0.4,0.1,0.8,1.3,5.1,beaucma01
38,Dāvis Bertāns,PF,30,DAL,42,0,10.5,1.4,3.3,.428,1.1,2.9,.393,0.3,0.4,.688,.601,0.2,0.3,.833,0.2,0.8,1.0,0.5,0.2,0.1,0.2,1.2,4.2,bertada01
39,Patrick Beverley,PG,34,TOT,62,62,27.2,2.1,5.4,.397,1.2,3.6,.338,0.9,1.8,.513,.509,0.8,1.0,.723,0.7,3.0,3.7,2.9,0.9,0.6,0.9,2.8,6.3,beverpa01
40,Saddiq Bey,SF,23,TOT,71,32,27.6,4.5,10.8,.415,2.0,5.4,.365,2.5,5.4,.466,.507,2.9,3.3,.860,1.2,3.5,4.7,1.5,0.9,0.2,1.0,1.6,13.8,beysa01
41,Khem Birch,C,30,TOR,20,0,8.1,1.0,1.6,.594,0.1,0.1,.500,0.9,1.5,.600,.609,0.2,0.3,.800,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2,birchkh01
42,Goga Bitadze,C,23,TOT,32,0,10.4,1.5,2.8,.545,0.2,0.7,.286,1.3,2.1,.627,.580,0.5,1.1,.500,1.3,1.6,3.0,0.9,0.4,0.6,0.5,1.5,3.7,bitadgo01
43,Bismack Biyombo,C,30,PHO,56,13,14.3,1.9,3.3,.582,0.0,0.0,,1.9,3.3,.582,.582,0.3,1.1,.302,1.4,2.8,4.2,0.9,0.3,1.4,0.9,1.9,4.2,biyombi01
44,Buddy Boeheim,PG,23,DET,7,0,9.9,0.6,3.3,.174,0.6,3.1,.182,0.0,0.1,.000,.261,0.3,0.3,1.000,0.3,0.3,0.6,0.4,0.3,0.0,0.0,0.6,2.0,boehebu01
45,Bogdan Bogdanović,SG,30,ATL,50,8,28.2,5.0,11.4,.441,2.7,6.6,.402,2.4,4.8,.496,.558,1.2,1.4,.817,0.4,2.7,3.1,2.7,0.8,0.4,1.2,1.6,13.9,bogdabo01
46,Bojan Bogdanović,PF,33,DET,59,59,32.1,7.3,14.9,.488,2.5,6.0,.411,4.8,9.0,.539,.570,4.5,5.1,.884,0.6,3.2,3.8,2.6,0.6,0.1,2.3,1.9,21.6,bogdabo02
47,Bol Bol,PF,23,ORL,67,32,21.4,3.7,6.6,.566,0.4,1.5,.293,3.3,5.1,.644,.598,1.1,1.5,.760,1.0,4.8,5.8,0.9,0.4,1.2,1.6,1.3,9.0,bolbo01
48,Leandro Bolmaro,SG,22,UTA,14,0,4.9,0.2,1.4,.150,0.0,0.3,.000,0.2,1.1,.188,.150,0.0,0.0,,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.7,0.4,bolmale01
49,Devin Booker,SG,26,PHO,49,49,34.6,10.2,20.4,.498,2.1,5.9,.366,8.0,14.6,.551,.551,5.7,6.7,.848,0.9,3.7,4.6,5.4,0.9,0.4,2.7,3.0,28.2,bookede01
50,Brandon Boston Jr.,SG,21,LAC,21,1,11.8,2.4,5.8,.421,0.6,1.4,.414,1.9,4.4,.424,.471,1.4,1.8,.763,0.3,1.0,1.4,0.9,0.4,0.0,0.6,1.0,6.8,bostobr01
51,Chris Boucher,PF,30,TOR,70,0,20.2,3.5,7.0,.493,0.8,2.5,.324,2.6,4.5,.587,.551,1.7,2.2,.750,2.2,3.6,5.7,0.4,0.6,0.9,0.5,1.9,9.4,bouchch01
52,James Bouknight,SG,22,CHO,29,0,13.2,1.5,4.7,.326,0.6,2.5,.250,0.9,2.2,.413,.393,0.6,0.8,.667,0.2,1.8,2.0,1.1,0.5,0.2,0.7,1.2,4.2,bouknja01
53,Jamaree Bouyea,PG,23,TOT,5,0,14.2,1.2,2.8,.429,0.4,1.2,.333,0.8,1.6,.500,.500,0.2,0.4,.500,0.2,1.0,1.2,0.8,0.8,0.4,0.8,1.2,3.0,bouyeja01
54,Tony Bradley,C,25,CHI,12,0,2.8,0.5,1.0,.500,0.3,0.4,.600,0.3,0.6,.429,.625,0.3,0.3,1.000,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,1.6,bradlto01
55,Malaki Branham,SF,19,SAS,60,26,23.1,3.9,8.7,.441,1.1,3.7,.306,2.7,5.0,.540,.506,0.8,1.0,.803,0.5,2.2,2.7,2.0,0.5,0.1,1.2,1.7,9.7,branhma01
56,Jarrell Brantley,PF,26,UTA,4,0,9.8,2.0,3.5,.571,1.0,2.3,.444,1.0,1.3,.800,.714,0.5,0.5,1.000,0.3,1.3,1.5,0.8,0.0,0.5,0.5,0.8,5.5,brantja01
57,Christian Braun,SG,21,DEN,69,3,14.6,1.7,3.3,.496,0.4,1.1,.392,1.2,2.2,.550,.563,0.4,0.7,.625,0.6,1.7,2.2,0.8,0.4,0.2,0.4,1.3,4.2,braunch01
58,Mikal Bridges,SF,26,TOT,77,77,36.0,7.0,14.9,.474,2.1,5.2,.399,5.0,9.7,.513,.543,3.7,4.1,.902,1.0,3.4,4.4,3.4,1.1,0.8,1.5,2.0,19.8,bridgmi01
59,Oshae Brissett,SF,24,IND,60,2,16.5,1.9,4.8,.401,0.8,2.4,.331,1.1,2.4,.472,.484,1.4,2.0,.711,1.0,2.4,3.3,0.6,0.5,0.2,0.5,1.2,6.1,brissos01
60,Malcolm Brogdon,PG,30,BOS,63,0,25.7,5.1,10.6,.484,2.0,4.4,.447,3.2,6.3,.509,.575,2.4,2.7,.876,0.6,3.6,4.2,3.7,0.6,0.3,1.4,1.6,14.6,brogdma01
61,Dillon Brooks,SF,27,MEM,69,69,30.2,5.4,13.6,.395,1.9,5.9,.325,3.4,7.7,.448,.465,1.6,2.1,.779,0.6,2.7,3.3,2.6,0.9,0.2,1.4,3.3,14.3,brookdi01
62,Bruce Brown,SG,26,DEN,74,28,28.1,4.3,8.9,.482,1.2,3.3,.368,3.1,5.6,.548,.549,1.3,1.7,.750,0.7,3.3,4.0,3.3,1.0,0.6,1.6,2.4,11.0,brownbr01
63,Greg Brown III,PF,21,POR,16,0,5.8,0.7,1.8,.393,0.1,0.4,.143,0.6,1.3,.476,.411,0.3,0.8,.417,0.1,1.1,1.2,0.2,0.3,0.3,0.4,0.8,1.8,browngr01
64,Jaylen Brown,SF,26,BOS,64,64,35.9,10.1,20.5,.494,2.5,7.3,.340,7.7,13.2,.579,.554,4.1,5.3,.769,1.2,5.7,6.9,3.4,1.1,0.4,3.0,2.6,26.8,brownja02
65,Kendall Brown,SG,19,IND,6,0,6.7,0.7,1.2,.571,0.0,0.2,.000,0.7,1.0,.667,.571,0.2,0.3,.500,0.3,0.7,1.0,0.5,0.7,0.0,0.3,1.5,1.5,brownke03
66,Moses Brown,C,23,TOT,35,1,8.3,1.7,2.7,.635,0.0,0.0,,1.7,2.7,.635,.635,0.9,2.1,.458,1.6,2.3,4.0,0.1,0.1,0.4,0.4,1.1,4.4,brownmo01
67,Sterling Brown,SG,27,LAL,4,0,6.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.8,1.3,2.0,0.5,0.8,0.0,0.0,1.0,0.0,brownst02
68,Troy Brown Jr.,SF,23,LAL,70,45,24.9,2.7,6.3,.429,1.4,3.8,.373,1.3,2.5,.514,.542,0.5,0.5,.892,0.8,3.3,4.1,1.2,0.8,0.2,0.7,1.7,7.3,browntr01
69,Jalen Brunson,PG,26,NYK,66,66,34.9,8.5,17.3,.488,1.9,4.7,.410,6.5,12.7,.517,.543,4.8,5.7,.834,0.6,3.0,3.5,6.1,0.9,0.2,2.0,2.3,23.6,brunsja01
70,Thomas Bryant,C,25,TOT,57,25,18.4,3.9,6.2,.626,0.4,1.0,.436,3.5,5.3,.661,.660,1.6,2.2,.738,1.5,4.3,5.8,0.5,0.3,0.5,0.6,1.7,9.9,bryanth01
71,Reggie Bullock,SF,31,DAL,74,51,30.7,2.5,6.1,.410,2.0,5.1,.383,0.5,0.9,.557,.572,0.4,0.5,.703,0.4,3.3,3.7,1.3,0.7,0.2,0.5,2.2,7.3,bullore01
72,Alec Burks,SG,31,DET,51,8,22.0,3.9,9.0,.436,1.9,4.7,.414,2.0,4.3,.459,.544,3.0,3.7,.814,0.4,2.7,3.1,2.2,0.7,0.2,1.1,1.9,12.8,burksal01
73,Deonte Burton,SG,29,SAC,2,0,3.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,burtode02
74,Jared Butler,SG,22,OKC,3,0,9.0,1.3,2.7,.500,0.3,1.0,.333,1.0,1.7,.600,.563,0.0,0.0,,0.0,0.3,0.3,1.3,1.3,0.0,0.7,1.3,3.0,butleja02
75,Jimmy Butler,SF,33,MIA,61,61,33.4,7.4,13.9,.529,0.6,1.6,.351,6.8,12.3,.553,.550,7.3,8.6,.850,2.3,3.6,5.9,5.1,1.8,0.3,1.6,1.3,22.6,butleji01
76,John Butler,C,20,POR,13,0,6.3,0.2,1.1,.143,0.0,0.8,.000,0.2,0.3,.500,.143,0.1,0.1,1.000,0.1,0.5,0.5,0.2,0.2,0.4,0.0,0.8,0.4,butlejo01
77,Jamal Cain,SF,23,MIA,15,0,12.4,1.7,3.3,.520,0.1,0.8,.167,1.6,2.5,.632,.540,0.8,1.1,.750,0.8,1.8,2.6,0.6,0.5,0.0,0.3,1.0,4.4,cainja01
78,Kentavious Caldwell-Pope,SG,29,DEN,72,72,31.6,3.9,8.3,.466,1.8,4.2,.425,2.1,4.2,.507,.572,1.3,1.6,.822,0.5,2.3,2.8,2.5,1.4,0.4,1.1,1.9,10.9,caldwke01
79,Facundo Campazzo,PG,31,DAL,8,0,6.5,0.4,1.6,.231,0.4,1.4,.273,0.0,0.3,.000,.346,0.1,0.3,.500,0.0,0.3,0.3,1.1,0.8,0.0,0.4,0.4,1.3,campafa01
80,Vlatko Čančar,PF,25,DEN,53,8,15.2,1.9,3.9,.490,0.8,2.0,.400,1.1,1.9,.583,.591,0.6,0.6,.938,0.4,1.8,2.2,1.4,0.3,0.2,0.6,1.5,5.2,cancavl01
81,Clint Capela,C,28,ATL,60,58,26.7,5.5,8.4,.651,0.0,0.0,.000,5.5,8.4,.652,.651,1.2,1.9,.600,4.2,7.1,11.2,0.9,0.7,1.2,0.8,2.1,12.1,capelca01
82,Vernon Carey Jr.,C,21,WAS,11,0,2.5,0.2,0.7,.250,0.0,0.0,,0.2,0.7,.250,.250,0.2,0.2,1.000,0.3,0.7,1.0,0.3,0.2,0.2,0.2,0.5,0.5,careyve01
83,Jevon Carter,PG,27,MIL,76,37,22.3,3.0,6.9,.428,1.7,4.1,.423,1.3,2.9,.436,.552,0.4,0.5,.806,0.4,2.1,2.5,2.4,0.8,0.4,1.0,2.0,8.1,carteje01
84,Wendell Carter Jr.,C,23,ORL,53,50,30.0,5.8,11.0,.528,1.4,3.9,.348,4.4,7.1,.628,.590,2.6,3.5,.749,2.2,6.5,8.8,2.3,0.5,0.6,2.0,2.8,15.6,cartewe01
85,Alex Caruso,PG,28,CHI,62,31,23.8,1.9,4.3,.449,0.8,2.3,.364,1.1,2.0,.543,.545,1.0,1.2,.808,0.6,2.3,3.0,3.0,1.5,0.6,1.2,2.4,5.6,carusal01
86,Julian Champagnie,SF,21,TOT,11,1,14.1,2.0,4.6,.431,1.1,3.1,.353,0.9,1.5,.588,.549,0.1,0.1,1.000,0.3,1.9,2.2,0.3,0.1,0.4,0.5,1.4,5.2,champju02
87,Justin Champagnie,SF,21,TOR,3,0,3.7,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.3,2.0,champju01
88,Kennedy Chandler,PG,20,MEM,33,0,8.1,1.0,2.4,.418,0.1,0.5,.133,0.9,1.9,.484,.430,0.2,0.4,.462,0.2,0.8,1.1,1.7,0.4,0.2,0.5,0.5,2.2,chandke01
89,Max Christie,SG,19,LAL,38,3,13.3,1.2,2.8,.419,0.7,1.6,.419,0.5,1.1,.419,.543,0.4,0.4,.875,0.2,1.8,1.9,0.5,0.2,0.2,0.3,0.9,3.4,chrisma02
90,Josh Christopher,SG,21,HOU,59,1,11.6,2.3,4.9,.465,0.3,1.4,.250,1.9,3.5,.548,.500,0.7,0.9,.778,0.3,0.8,1.1,1.1,0.5,0.2,0.9,0.9,5.6,chrisjo01
91,Brandon Clarke,PF,26,MEM,56,8,19.5,4.1,6.2,.656,0.0,0.1,.167,4.1,6.1,.665,.658,1.8,2.4,.723,1.6,3.9,5.5,1.3,0.6,0.7,1.0,2.3,10.0,clarkbr01
92,Jordan Clarkson,SG,30,UTA,61,61,32.6,7.5,16.9,.444,2.5,7.5,.338,5.0,9.4,.530,.519,3.3,4.0,.816,1.2,2.9,4.0,4.4,0.5,0.2,3.0,2.0,20.8,clarkjo01
93,Nic Claxton,C,23,BRK,71,71,29.7,5.4,7.7,.703,0.0,0.0,.000,5.4,7.7,.705,.703,1.7,3.3,.530,2.4,6.8,9.2,1.8,0.8,2.5,1.3,2.8,12.6,claxtni01
94,Amir Coffey,SG,25,LAC,48,9,12.8,1.1,3.0,.380,0.2,0.8,.263,0.9,2.2,.423,.415,1.0,1.2,.780,0.4,0.7,1.1,1.1,0.1,0.1,0.4,1.0,3.4,coffeam01
95,John Collins,PF,25,ATL,66,66,30.1,5.1,10.0,.511,0.9,3.3,.279,4.2,6.7,.623,.556,1.9,2.3,.812,1.1,5.5,6.6,1.2,0.6,1.1,1.1,3.1,13.0,collijo01
96,Zach Collins,C,25,SAS,61,24,22.7,4.4,8.5,.516,0.9,2.3,.371,3.6,6.2,.570,.566,1.7,2.2,.759,1.8,4.5,6.3,2.8,0.6,0.7,2.0,3.1,11.4,colliza01
97,Mike Conley,PG,35,TOT,62,61,30.2,3.8,9.1,.418,1.9,5.2,.374,1.9,3.9,.477,.525,1.9,2.3,.830,0.5,2.2,2.8,6.8,1.1,0.2,1.5,2.0,11.4,conlemi01
98,Pat Connaughton,SG,30,MIL,58,32,24.5,2.8,7.2,.389,1.8,5.5,.335,0.9,1.7,.567,.518,0.5,0.7,.659,0.8,4.0,4.8,1.3,0.6,0.2,0.6,1.2,7.9,connapa01
99,Xavier Cooks,PF,27,WAS,4,0,3.3,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.5,0.5,1.0,0.3,0.0,0.0,0.5,0.0,0.5,cooksxa01
100,Robert Covington,PF,32,LAC,44,0,16.3,2.2,5.0,.445,1.2,3.0,.392,1.0,2.0,.523,.562,0.7,0.9,.763,0.6,2.8,3.4,1.2,0.8,0.7,0.6,1.8,6.2,covinro01
101,Torrey Craig,SF,32,PHO,73,59,25.2,2.8,6.3,.439,1.3,3.3,.389,1.5,3.1,.493,.540,0.4,0.6,.721,1.9,3.6,5.5,1.5,0.6,0.8,1.0,2.3,7.3,craigto01
102,Jae Crowder,SF,32,MIL,12,0,18.2,1.9,4.0,.479,1.1,2.8,.382,0.8,1.2,.714,.615,0.8,0.9,.818,1.0,3.1,4.1,1.3,0.4,0.3,0.4,1.4,5.7,crowdja01
103,Jarrett Culver,SG,23,ATL,10,1,13.7,1.7,4.3,.395,0.1,1.2,.083,1.6,3.1,.516,.407,0.9,1.3,.692,1.0,2.8,3.8,0.6,0.6,0.2,0.7,1.4,4.4,culveja01
104,Cade Cunningham,PG,21,DET,12,12,33.3,7.8,18.7,.415,1.4,5.1,.279,6.3,13.6,.466,.453,3.0,3.6,.837,1.0,5.2,6.2,6.0,0.8,0.6,3.3,2.8,19.9,cunnica01
105,Seth Curry,SG,32,BRK,56,7,20.6,3.5,7.6,.461,1.6,4.0,.405,1.9,3.7,.522,.567,0.9,0.9,.980,0.2,1.5,1.7,1.7,0.6,0.1,0.9,1.6,9.5,curryse01
106,Stephen Curry,PG,34,GSW,51,51,34.9,10.0,20.2,.497,4.9,11.5,.428,5.1,8.7,.587,.618,4.6,5.1,.911,0.7,5.5,6.3,6.4,1.0,0.3,3.3,2.2,29.6,curryst01
107,Dyson Daniels,PG,19,NOP,54,11,18.3,1.5,3.6,.410,0.4,1.5,.300,1.0,2.1,.487,.472,0.4,0.7,.622,0.6,2.6,3.2,2.4,0.8,0.2,1.0,1.8,3.8,daniedy01
108,Anthony Davis,C,29,LAL,50,48,33.9,9.7,17.2,.567,0.4,1.4,.271,9.4,15.8,.593,.578,6.2,7.9,.786,3.4,9.0,12.4,2.6,1.0,2.0,2.2,2.7,26.1,davisan02
109,Johnny Davis,SG,20,WAS,22,0,9.7,1.3,3.2,.400,0.2,1.0,.227,1.0,2.2,.479,.436,0.3,0.6,.538,0.3,1.1,1.5,0.4,0.1,0.1,0.3,1.3,3.1,davisjo06
110,Terence Davis,SG,25,SAC,59,4,13.0,2.4,5.5,.432,1.4,3.6,.376,1.0,1.8,.541,.556,0.5,0.7,.821,0.3,1.9,2.3,1.1,0.7,0.2,0.8,1.6,6.6,daviste02
111,JD Davison,PG,20,BOS,10,0,2.7,0.5,1.3,.385,0.1,0.4,.250,0.4,0.9,.444,.423,0.0,0.0,,0.1,0.5,0.6,0.6,0.2,0.0,0.2,0.4,1.1,davisjd01
112,Darius Days,PF,23,HOU,4,0,6.3,1.3,3.0,.417,0.8,2.5,.300,0.5,0.5,1.000,.542,0.5,0.5,1.000,0.3,1.3,1.5,0.3,0.0,0.3,0.0,0.5,3.8,daysda01
113,Dewayne Dedmon,C,33,TOT,36,1,10.9,1.9,3.9,.496,0.3,1.1,.289,1.6,2.8,.574,.536,0.9,1.3,.696,0.9,2.5,3.4,0.5,0.2,0.5,0.6,1.9,5.0,dedmode01
114,Matthew Dellavedova,PG,32,SAC,32,0,6.7,0.5,1.6,.340,0.3,0.8,.333,0.3,0.7,.348,.430,0.1,0.2,.571,0.0,0.4,0.4,1.3,0.2,0.0,0.3,0.6,1.5,dellama01
115,DeMar DeRozan,SF,33,CHI,69,69,36.5,9.0,17.7,.510,0.6,1.8,.339,8.4,15.8,.530,.528,6.3,7.2,.867,0.5,4.3,4.7,5.1,1.1,0.5,2.1,2.6,24.9,derozde01
116,Moussa Diabaté,PF,21,LAC,20,1,9.2,1.2,2.2,.523,0.1,0.1,.500,1.1,2.1,.524,.534,0.5,0.8,.625,1.5,0.8,2.3,0.2,0.4,0.4,0.5,0.8,2.9,diabamo01
117,Mamadi Diakite,PF,26,CLE,20,2,6.8,0.8,1.9,.405,0.3,0.9,.294,0.5,1.0,.500,.473,0.0,0.0,,0.3,0.7,1.0,0.2,0.1,0.4,0.4,1.0,1.8,diakima01
118,Hamidou Diallo,SG,24,DET,56,0,17.8,3.8,6.7,.573,0.1,0.4,.238,3.8,6.3,.593,.580,1.6,2.6,.588,1.0,2.4,3.5,1.0,0.9,0.3,1.3,2.2,9.3,diallha01
119,Gorgui Dieng,C,33,SAS,27,1,10.3,1.1,3.3,.352,0.5,2.1,.241,0.6,1.1,.567,.432,0.2,0.3,.750,0.9,1.9,2.8,1.5,0.1,0.4,0.9,1.6,3.0,dienggo01
